company,cpc,country
Qualcomm,0.13440519528645872,0.22280930254669606
LG Electronics,0.0918271351821185,0.26605732988816355
IBM,0.04621210755242788,0.3136569859888075
Ericsson,0.09753107592184243,0.19869833701245068
Intel,0.12544597549141617,0.3044166271353351
Cisco Systems,0.13221290013358974,0.37329670051334807
Microsoft,0.16821025792212385,0.37888202693896783
Apple,0.23341451920169393,0.4135012555662305
AT&T,0.20870697012256015,0.45985902632236797
Micron Technology,0.20921558304466695,0.433791894394368
Huawei Technologies,0.26564482593765637,0.385131421358268
Sony,0.32314571160316397,0.43278843889752
Verizon Communications,0.3145147287542486,0.581272974864574
Nokia,0.4421628595140507,0.5852038654103424
