company,cpc,country
Deutsche Telekom AG,0.05594985082013336,0.19704332524694113
Intel,0.03632503683979275,0.23268358025715968
BMW,0.0,0.11904761904761904
Intel_IP,0.0,0.22023809523809523
Robert Bosch GmbH,0.004481374004380561,0.21876708829009484
Siemens AG,0.004481374004380561,0.19495756448057103
BSH Hausgeraete GmbH,0.004481374004380561,0.19495756448057103
Bundesdruckerei GmbH,0.054481374004380564,0.0997194692424758
Grois Dan,0.023484853610632194,0.26158009170587027
Apple,0.023484853610632194,0.22586580599158454
Sony,0.0755629834786627,0.23882828960111163
Giesecke and Devrient Mobile Security GmbH,0.17556298347866273,0.3041344120500913
Forschungszentrum Juelich GmbH,0.2755629834786627,0.3136582215739008
Fujitsu Client Computing,0.17556298347866273,0.3136582215739008
