company,cpc,country
Qinchuan_IoT,0.2637224010110729,0.6103761270639043
SUZHOU_XUANHE_IOT,0.2840044137832366,0.6164299766009562
Jiangsu_IoT,0.20574100583169447,0.5439762999493415
Hansense_IOT,0.06602107122237992,0.4133061390956831
Nanjing_IoT,0.14279796412542722,0.41044502294895663
ABEJ_IOT,0.06952587590049719,0.4077611700181442
Huawei Technologies,0.05993693218327525,0.2651190050124069
QIANHAI_LINGJU,0.0738601927940406,0.36488186462066596
Livall,0.0738601927940406,0.36488186462066596
THZST,0.1112138446804987,0.398468746641283
Mangoiot,0.024401093576268303,0.4004515137443355
Chongqing_Liuhe_IOT,0.024401093576268303,0.4004515137443355
Huizhou_Sanhe_IOT,0.08792486478623532,0.40353572451474207
Xian_Iraine,0.04523230528468079,0.4079774033238964
