company,cpc,country
Huawei Technologies,0.4462716865408871,0.4369632780257897
Shanghai_Langbo,0.3693643741519281,0.31555384135909437
NTT Docomo,0.36784322874135944,0.20466224808592734
China_Mobile,0.12154733659683638,0.3255251236462763
Guangdong Oppo Mobile Telecommunications,0.34230707004939614,0.19483262671041915
China_Mobile_IoT,0.07214095552412948,0.3409741380741262
Neusoft,0.17332057151718278,0.34742888979487485
Ericsson,0.35561772461726343,0.24139161441304027
Alibaba Group Holding,0.17456331217185397,0.346285792865527
China_Unicom,0.24127924751833263,0.36536088531678457
Shanghai Roye Electric Science and Technology,0.07659498122744997,0.38165818113953953
Xian Irain IoT Technology Service,0.2742199652973316,0.3872742861861137
Apple,0.42155088181909345,0.3658999575648602
SGCC,0.1585514411639516,0.4153966117259363
