company,cpc,country
Shenglu,0.24863619076832938,0.4314781185589006
Huawei Technologies,0.22057655088048764,0.2209661697656855
Qualcomm,0.26188278759342454,0.153856952943868
Xian_Iraine,0.18830653902945982,0.3328705587889753
Qinchuan_IoT,0.2531394495267849,0.3474408136491209
Wopu_IoT,0.11200688070404073,0.3539570557104817
China_Mobile,0.19811373219477335,0.36714389713717716
ZTE,0.28994607599726285,0.348029897739298
Shanghai_Langbo,0.3806373373381102,0.38816122606754855
Ericsson,0.3463895103476219,0.23780223832624947
Fujian Strong Min Mdt Infotech,0.19304603658505154,0.4472841766308807
Huaway_IoT,0.23961238302809315,0.5027137457823605
Intel,0.38882974166737605,0.41743317478612046
HUIZHOU_TECHZEN_IOT,0.24551973675000918,0.537783927426143
