company,cpc,country
Intel,0.16766144991048343,0.35578351520621965
Qualcomm,0.2429988780224378,0.3388234170465396
Ericsson,0.30804408855957083,0.4141004897703048
LG Electronics,0.4468958312460664,0.6779221591556863
IBM,0.4733483612618188,0.7506405652283311
Cisco Systems,0.48765822293008754,0.7477943007337144
Microsoft,0.6794165899835605,0.839824376251767
Sony,0.8670053995400712,0.981388163935425
NEC,0.8775404396504143,0.9761837155583799
Electronics and Telecommunications Research Institute ETRI,0.916571265059916,1.1646396693508456
NTT Docomo,0.9545436110975674,1.0519197461068566
Convida Wireless LLC,0.9662938201368667,1.111788929125646
Amazon Technologies,1.0137196506556123,1.2983480305739232
Nokia,1.041511224031757,1.183637969893534
