company,cpc,country
Intel,0.4933247933263993,0.5688248688522479
Intel_IP,0.3192067215388072,0.4600168917607421
Apple,0.1819811453331355,0.37288160572900875
Robert Bosch GmbH,0.10168155813720653,0.2532287623847592
Sony,0.0926759410801964,0.17086834733893558
Siemens AG,0.2160198355428421,0.24257661209961864
Fraunhofer Gesellschaft zur Forderung der Angewandten Forschung eV,0.05145489228937426,0.10615447567748224
Innogy Innovation GmbH,0.15302545190123049,0.21396104408682265
Osram GmbH,0.1316579305337091,0.26158009170587027
Messer Group GmbH,0.03416861429439288,0.1306277107534893
Analog Devices,0.21167166679744537,0.26158009170587027
Giesecke and Devrient Mobile Security GmbH,0.1710601044467526,0.26158009170587027
Fujitsu,0.2626152883932409,0.16634199646777503
Fisher Rosemount Systems,0.06354895617473476,0.15681818694396552
