company,cpc,country
ZTE,0.8841075429406144,0.4636211441458856
Huawei Technologies,0.8762984659494706,0.3796926874022042
Anhui_Sharetronic,0.43930020250252866,0.5390814240268663
Xian_Iraine,0.17164512954023664,0.5373222685761257
Shanghai_Langbo,0.8247483397705356,0.47472494617331334
Nanjing_IoT,0.2362553006642707,0.4896852521985329
SUZHOU_XUANHE_IOT,0.17021895125419775,0.4884446625805496
Jiangsu_IoT,0.11581501859134027,0.4829184482647362
China_Mobile,0.6617964103346908,0.41692132245677904
JBT_Smart_Lighting,0.09773013871374528,0.4005946749560751
Qinchuan_IoT,0.13569177519451056,0.43038062775981517
Mayixiongbing_IoT,0.10799553969123393,0.40922391231861954
QIANHAI_LINGJU,0.11427433962702437,0.33489996767312796
Livall,0.11427433962702437,0.33489996767312796
