company,cpc,country
Shenglu,0.43177070955647134,0.4314781185589006
Huawei Technologies,0.5850261937958771,0.2209661697656855
Qualcomm,0.5877169064273661,0.153856952943868
Xian_Iraine,0.11661552153704391,0.3328705587889753
Qinchuan_IoT,0.3290004159751987,0.3474408136491209
Wopu_IoT,0.18607826512864212,0.3539570557104817
China_Mobile,0.5824374930775793,0.36714389713717716
ZTE,0.6493819600669346,0.348029897739298
Shanghai_Langbo,0.7331962747442892,0.38816122606754855
Ericsson,0.661055743465187,0.23780223832624947
Fujian Strong Min Mdt Infotech,0.25118711419379675,0.4472841766308807
Huaway_IoT,0.18353630222738707,0.5027137457823605
Intel,0.5501349141791879,0.41743317478612046
HUIZHOU_TECHZEN_IOT,0.39619076607701903,0.537783927426143
