company,cpc,country
Qualcomm,0.5767846139197568,0.22280930254669606
LG Electronics,0.29425229353083554,0.26605732988816355
IBM,0.24239020574947653,0.3136569859888075
Ericsson,0.5957821920588323,0.19869833701245068
Intel,0.4616187576783033,0.3044166271353351
Cisco Systems,0.5827986605771424,0.37329670051334807
Microsoft,0.4202490433777824,0.37888202693896783
Apple,0.7225889277550485,0.4135012555662305
AT&T,0.6653045227792014,0.45985902632236797
Micron Technology,0.3872706892372183,0.433791894394368
Huawei Technologies,0.7434883402673028,0.385131421358268
Sony,0.7210501892674354,0.43278843889752
Verizon Communications,0.8087464467124428,0.581272974864574
Nokia,0.9114727797507955,0.5852038654103424
