company,cpc,country
Deutsche Telekom AG,0.5015280821126503,0.19704332524694113
Intel,0.38540410242829226,0.23268358025715968
BMW,0.4293478260869565,0.11904761904761904
Intel_IP,0.5102040816326531,0.22023809523809523
Robert Bosch GmbH,0.22323137400438053,0.21876708829009484
Siemens AG,0.5062670882900948,0.19495756448057103
BSH Hausgeraete GmbH,0.06655620393635335,0.19495756448057103
Bundesdruckerei GmbH,0.3544813740043805,0.0997194692424758
Grois Dan,0.2751082302340088,0.26158009170587027
Apple,0.5949134250392036,0.22586580599158454
Sony,0.6469915549072341,0.23882828960111163
Giesecke and Devrient Mobile Security GmbH,0.5589813508256014,0.3041344120500913
Forschungszentrum Juelich GmbH,0.12751103542671466,0.3136582215739008
Fujitsu Client Computing,0.3731820310977103,0.3136582215739008
