company,cpc,country
Intel,0.23468469764311753,0.2876515200306357
Intel_IP,0.08527126227757112,0.23598650615319233
Apple,0.06890278392574124,0.220182736106208
Giesecke and Devrient Mobile Security GmbH,0.132208276797829,0.15723270440251572
Fraunhofer Gesellschaft zur Forderung der Angewandten Forschung eV,0.05351772953936133,0.15176095896010502
Siemens AG,0.14888773343496325,0.18743998307211854
FAU,0.10942578664901037,0.1947638669926401
Sony_Semiconductor,0.2688366980154912,0.2208391043065977
Infineon Technologies AG,0.15287498450997292,0.22909080531513892
Sony,0.10975319033775859,0.20584502901719837
Tridonic GmbH and Co KG,0.19950496848789734,0.23360971036805003
Endress and Hauser SE and Co KG,0.1148275491330586,0.25771872504310245
NEC,0.1489184582239677,0.21889272923597458
Deutsches Zentrum fuer Luft und Raumfahrt eV,0.19454590092017557,0.35947943436786
