company,cpc,country
Intel,0.3417433044120308,0.22598182169101919
Ericsson,0.6372652641075107,0.3488371755747426
Qualcomm,0.6055606170112156,0.35098084799323126
Cisco Systems,0.7391228458542015,0.6189740896105684
Afero,0.7391736687612823,0.6304097441650227
IBM,0.6015287324002732,0.6479979701248599
Microsoft,0.6130411429219484,0.5869120507595116
Convida Wireless LLC,0.9160621383564002,0.6580391335470983
Apple,0.9668833286384777,0.6460723652408489
Nokia,1.0640589121215243,0.7544412633205378
Verizon Communications,1.0519592992942446,0.9317001807551839
Electronics and Telecommunications Research Institute ETRI,0.9615896072528507,0.9286289682239841
LG Electronics,1.0373043472338617,0.9021058490071574
Nokia,1.1186107608182003,0.9386490502877464
