company,cpc,country
Huawei Technologies,0.6696617291758147,0.4369632780257897
Shanghai_Langbo,0.561440315847881,0.31555384135909437
NTT Docomo,0.5571218905160485,0.20466224808592734
China_Mobile,0.39136046899007804,0.3255251236462763
Oppo,0.5526526562169428,0.19483262671041915
China_Mobile_IoT,0.3499761017032943,0.3409741380741262
Neusoft,0.3160554737329223,0.34742888979487485
Ericsson,0.5529280320488026,0.24139161441304027
Alibaba Group Holding,0.3335523499948722,0.346285792865527
China_Unicom,0.5236062310445782,0.36536088531678457
Shanghai_Roye_Electric,0.08418055297092744,0.38165818113953953
Xian_Iraine,0.24305143026559867,0.3872742861861137
Apple,0.5902853802275161,0.3658999575648602
SGCC,0.3467382466357997,0.4153966117259363
